Adam	n. 亚当
ugliness	n. 外表的丑陋|n. 难看的东西|n. 令人不快的行为或局面
ugly	adj. 难看的|adj. 恶劣的；令人反感的|adj. 刺耳或令人不适的|adj. 糟糕的；可能惹麻烦的|n. 丑人或丑物|adj. 脾气坏的；好争吵的|n. 丑陋；丑态|n. 不适合标准托盘的货物|n. 帽檐式面罩|v. 弄丑；弄得难看
ultimate	adj. 最后的；末尾的|adj. 最大限度的；最极端的|n. 最根本之物|n. 终点；结局|adj. 最远的；最极端位置的|adj. 最终会发生的|adj. 最终结果；终极结论|n. 极限；最大程度|n. 极限飞盘运动|adj. 词语或话语中的最后部分|adj. 不可再分的基本成分|v. 完成；使最终实现
ultimately	adv. 归根结底取决于|adv. 最终结果是|adv. 最后一项|adv. 从词源上追溯到
ultra-low	[医]超低（的）
ultrathin	a. 超薄的,极细的
ultraviolet	adj. 紫外线的；紫外辐射的|n. 紫外色|adj. 紫外的；高能短尺度的
umbrella	n. 雨伞；遮阳伞|n. 保护层；防护范围|n. 统摄多个项目的框架|v. 覆盖；保护|n. 冰球伞形进攻阵形|n. 水母伞部|n. 伞形摄影反光罩|v. 张成伞状|v. 像水母一样移动
unable	adj. 不能；无法|intj. 无法照办|v. 使失去能力
unabomber	n. 智能炸弹客
unacceptable	adj. 不可接受的；无法容忍的|adj. 不合公认用法的|n. 不可接受的事物
unaccountably	adv. 不能说明地, 不可解释地; 无责任地
unacknowledged	a. 未被承认的, 未被公认的, 未答复的
unaffected	adj. 未受影响的|adj. 自然不做作的|n. 未受影响者
unaffordable	a. 买不起的, 负担不起的
unaligned	a. 不结盟的
unambiguous	adj. 明确无歧义的
unanimity	n. 无异议, 同意, (全体)一致
unanimous	adj. 全票通过的；一致同意的|adj. 意见一致的；立场相同的
unanimously	adv. 全体一致地
unanswered	adj. 未回答的；未处理的
unarguable	a. 无可争辩的
unattainable	adj. 无法达到的|n. 无法企及之物
unattractive	adj. 外表或景象不漂亮|adj. 缺乏兴趣或实际吸引力|n. 外表不吸引人的人
unavoidable	adj. 不可避免的|n. 无法避免的事情|adj. 不可撤销的
unaware	adj. 不知情；不了解|adj. 没有察觉；没注意到
unbearable	adj. 无法忍受的
unbearably	adv. 不能忍受地, 无法容忍地; 慌
unbeknownst	adj. 在……不知情的情况下
unbiased	adj. 没有偏见的|adj. 公正的；不偏袒的
unbounded	a. 无边的, 无限的, 无节制的
uncanny	adj. 诡异得令人不安|adj. 粗心的|n. 既熟悉又陌生的诡异感
uncertain	adj. 没有把握的|adj. 无法确定的|adj. 尚未决定的|adj. 不稳定的|adj. 不稳的|adj. 难以预测的|n. 未知或未定之事
uncertainly	adv. 没把握地；犹豫地；不确定地
uncertainty	n. 不确定；疑惑|n. 不确定之处；模糊因素|n. 测量不确定度
unchallenged	adj. 无人竞争的|adj. 未受质疑的|adj. 未经考验的
unchangeable	a. 不变的, 不能改变的
unchanged	adj. 未改变的；原样的
unchanging	a. 不变的
uncharted	adj. 未测绘的；未探索的
uncheck	未寄存
uncivilized	a. 未开化的, 不文明的
uncle	n. 叔叔；舅舅|intj. 认输！|n. 父母的男性表亲|n. 亲切称呼父母的男性朋友|n. 父母的男性伴侣|n. 提供帮助的人|n. 父母朋友般的年长男性|n. 年长男性|v. 称某人为叔叔|v. 像叔叔一样对待|n. 当铺老板|n. 年长的非裔美国男性
unclean	adj. 脏的；污秽的|adj. 道德上不正当的；不贞洁的|adj. 仪式上不洁的；不合宗教规定的
unclear	adj. 含义模糊，有歧义|adj. 未明确规定或界定|adj. 心里没把握，不确定|adj. 看不清或读不清|v. 取消清除状态
uncomfortable	adj. 不舒服的|adj. 不自在的；焦虑的|adj. 感到身体不适的|adj. 反感的；觉得不妥的
uncommon	adj. 不常见的|adj. 非同寻常的；出众的|adv. 格外地；异常地
uncompetitive	a. 无竞争力的
unconcerned	adj. 漠不关心的|adj. 不担心的|adj. 未参与的；无关的
unconditional	adj. 无条件的；绝对的|n. 无条件者；绝对项|n. 无条件结构
unconscious	adj. 失去意识；昏迷|adj. 无意识的；未经过思考的|n. 无意识；潜意识部分|adj. 熟练到无需意识控制的
unconsciously	adv. 不知不觉地；无意识地
unconstitutional	adj. 违宪的
uncontested	adj. 无争议的；无人竞争的
uncontrollable	adj. 无法控制的
uncontrolled	adj. 失控的；无法约束的|adj. 无交通管制设施的
unconventional	adj. 不循惯例的|adj. 不寻常的|adj. 非典型的|n. 不循常规者
uncool	adj. 不酷；不时髦；不合群
uncover	v. 揭开覆盖物|v. 揭露身份|v. 揭露事实或秘密|v. 脱帽致敬|v. 暴露生殖器|v. 使军队队列依次显露
undeniable	adj. 不可否认的；确凿明显的
under	adv. 向下；在下方|adv. 从下面穿过|prep. 在……下面|prep. 低于|adj. 下面的|adj. 受控制的|adj. 处于麻醉状态|adj. 不足的；没熟透的|adv. 不足地；低于标准地|adv. 进入无意识状态|adv. 失败；垮掉|n. 不足额；短缺
under-perform	vt. （股票等）运作差于（一般市场价格）|vi. 表现不佳；工作不如预期（或同行）
undercover	adj. 秘密进行的|adj. 便衣的；秘密调查的|n. 卧底；便衣人员|v. 覆盖不足
undercut	n. 两侧剃短的发型|v. 以低价压过竞争者|v. 削弱或破坏效果|n. 下部切口或切下的材料|n. 伐树导向缺口|n. 向上击打|v. 从下方切出悬空部分|v. 向上重击|v. 淡化或贬低|adj. 由下切形成的|adj. 从下方切出的|adj. 底部凹刻的
underestimate	n. 过低的估计|v. 低估数量、价值或能力|v. 低估重要性或难度
underfund	vt.对…提供资金不足
undergo	v. 经历；经过|v. 经受；忍受|v. 从下面经过
undergraduate	adj. 本科阶段的|n. 本科生
underground	adj. 地下的|adv. 在地下；到地下|adj. 秘密的；隐蔽的|adj. 地下的；非主流的|adv. 秘密地|n. 地下空间|n. 地铁|n. 地下政治组织|n. 地下艺术运动|v. 使电缆地下化
underlie	vt. 位于...之下, 成为...的基础
underline	n. 下划线|v. 在……下画线|v. 强调；突出|n. 下划线符号|adj. 铁路下方的|n. 后续演出的预告|n. 照片说明文字|v. 暗中影响
underlying	adj. 位于下面的|adj. 基础的；根本的|adj. 隐含的；未明说的|n. 标的资产；基础实体|v. underlie 的现在分词或动名词
undermine	v. 削弱；暗中阻碍|v. 从下面挖掘|v. 冲刷或侵蚀基础|v. 从组成部分分析对象
underneath	adv. 在下面|prep. 在……下面|adj. 下面的；底层的|adv. 在底面|n. 底部；下表面|prep. 处在……控制下|n. 背景音轨
undernutrition	n. 营养不良
underprivileged	adj. 处于弱势的；缺少机会的|n. 弱势群体；弱势人士
underrate	vt. 低估, 对...估计过低, 看轻
underscore	n. 下划线；“_”|v. 在……下面画线|v. 强调；突出|n. 背景音乐
understand	v. 听懂；看懂|v. 掌握；熟悉做法|intj. 明白了|v. 理解作品或内容|v. 理解事实或原则|v. 理解意图或原因|v. 听说并推知|v. 省略而默认存在|v. 在下面支撑
understandable	adj. 容易理解的|adj. 情有可原的
understandably	adv. 情有可原地；可以理解的是|adv. 清楚易懂地
understanding	adj. 善解人意的；体谅的|n. 理解；领会|n. 理解力；掌握程度|n. 默契；约定；共识|n. 看法；理解方式|n. 体谅；同情|v. 理解；正在理解|adj. 有理解力的；有技能的
understate	v. 不完全地陈述, 保守地说, 有意轻描淡写
understatement	n. 轻描淡写的表达方式|n. 一句轻描淡写的话|n. 有意隐去信息的不完整披露
undertake	v. 承担并开始做|v. 承诺去做|n. 从路边一侧超车|v. 从路边一侧超车|v. 保证；断言|v. 用诡计诱捕|v. 扮演；承担角色|v. 迎战；对付|v. 听见；得知|v. 负责照管
undertreatment	处理不足
underuse	vt.未充分利用(设施等),浪费地使用,使用…不当
undervalue	vt. 低估...之价值, 低估, 看轻
underwater	adj. 水下的|adv. 在水下|adj. 船体水线以下的|adj. 陷入困境的|adj. 资不抵债的|v. 浇水不足|adj. 处于不利价格状态的期权|n. 地下或深层水体|n. 水下钓鱼诱饵
undesirable	adj. 不受欢迎的；不可取的|n. 不受欢迎的人
undeveloped	adj. 尚未开发或利用|adj. 未建设的；尚未具备建设条件的|adj. 发展相对落后
undiscussed	a. 未讨论过的, 未辩论过的
undistracted	a. 不分心的,注意力集中的,心神不烦乱的
undisturbed	adj. 未受打扰的|adj. 平静的
undivided	adj. 完整的；全神贯注的
undo	v. 撤销；反转结果|n. 撤销操作|v. 解开|v. 毁掉；使垮台|adj. undue 的误拼
undocumented	adj. 缺少说明资料的|adj. 没有正式证明文件的|n. 无合法身份文件的移民
undoubted	a. 无疑的, 确实的
undoubtedly	adv. 无疑；肯定地
undue	adj. 过度的；超过适当限度的|adj. 不正当的；不应采取的|adj. 无需支付的；不应欠付的
unease	n. 不安；忧虑|v. 使不安；使不舒服
uneasily	adv. 不自在地；不稳定地；心神不安地
uneasiness	n. 不舒适, 不安, 局促
uneasy	adj. 不安的；担忧的|adj. 不自在的；拘谨的|adj. 令人不舒服的；令人受拘束的|adj. 困难的
uneconomic	a. 不经济的, 浪费的
uneducated	adj. 未受过教育的|n. 未受教育者
unemployed	adj. 失业的|adj. 闲置的；没有发挥作用的|n. 失业者群体
unemployment	n. 没有工作；失业状态|n. 经济中的失业现象|n. 失业率；失业水平|n. 一次失业经历或一段失业期|n. 某种经济机制造成的失业
unending	adj. 无尽的；没有终点的
unenlightened	a. 愚昧无知的, 未受启发的
uneven	adj. 表面凹凸不平|adj. 不平或不水平|adj. 不均匀；不一致|adj. 质量参差不齐|adj. 奇数的|v. 使变得不平
unexpected	adj. 出乎意料的|n. 意外之事
unexpectedly	adv. 出乎意料地
unexploited	a. 未被利用的,未经开发的
unfair	adj. 不公平的；不公正的|adj. 不美观的；丑陋的|adj. 悲伤的|adj. 不得体的；可耻的|v. 使变丑
unfairness	n. 不公平的状态|n. 一件不公道的事
unfamiliar	adj. 不熟悉的；陌生的|n. 陌生人
unfashionable	a. 不流行的, 不时髦的, 过时的
unfavorable	adj. 不利的；不利于……的
unfavorably	adv. 不利地; 不适宜地; 反对地; 令人不快地
unfavourable	adj. 不利的；不适合的|adj. 不吉利的；预示不好的|adj. 不赞成的；不看好的|adj. 不利于出行或工作的（天气、风势）|n. 反对者；负面评价数
unfeasible	a. 不能实行的, 难实施的, 不切实际的
unfinished	adj. 未完成的；未做完的
unfocused	a. 不聚成焦点的
unfocussed	a. 未聚成焦点的； 不集中于一点的, 无一定目标的
unfold	v. 打开折叠物|v. 逐步发生|v. 自行展开|v. 逐步揭示|n. 反折叠函数|v. 重新接合分行文本|v. 从圈舍放出
unforced	a. 非强迫的, 自然的, 不勉强的
unforeseen	adj. 事先未预见的|adj. 没有料到的|n. 未预见的事情
unfortunate	adj. 运气不好；遭遇不幸|adj. 带来或造成不幸的|adj. 令人遗憾的；不合适的|n. 不幸的人；处境困难的人|n. 妓女（旧式委婉说法）
unfortunately	adv. 遗憾的是；可惜的是|adv. 不幸地；倒霉地
unfounded	adj. 没有根据的|adj. 尚未建立的|adj. 深不见底的
unfriendliness	n. 不友好
unfunded	a. 未备基金的, 债务短期的
unhampered	a. 无妨碍的, 无阻碍的
unhappiness	n. 不快乐；不幸福
unhappy	adj. 不快乐的；难过的|adj. 不满意的|adj. 不幸的；倒霉的|adj. 不合适的|n. 不快乐的人|v. 使不快乐
unharmful	a. 无害的
unhealthy	adj. 对健康不利的|adj. 身体不健康的；有病的|adj. 心理状态不正常的；不健康的|adj. 具有腐蚀性影响的
unhelpful	adj. 没有帮助的；不利于解决问题的
unhinge	vt. 取下...的绞链, 拉开, 搅乱, 使分开
unidentified	adj. 身份不明的；未识别的
unification	n. 统一；合并过程|n. 统一状态；合一|n. 统一项
uniform	adj. 全都一样的|adj. 遵循同一标准的|n. 制服|adj. 一致的（数学、科学）|n. 穿制服的警察|v. 给……穿制服|adj. 由单一分子种类组成的|adj. 满足特定对称条件的（几何）|n. 字母表中的 U（替代写法）
uniformity	n. 形式或状态的一致|n. 意见或做法的一致
uniformly	adv. 一致地；统一地
unify	v. 统一；合并成一体|v. 合为一体；趋于一致
unilateral	adj. 单方面的|adj. 身体单侧的|adj. 只约束一方的
unimaginable	adj. 难以想象的；不可思议的
unimaginably	adv. 不能想像地；难以理解地
unimportant	adj. 不重要的；无关紧要的
unimpressive	a. 不惹人注意的, 给人印象不深的
uninformed	adj. 不了解情况的；不知情的|adj. 没有生命力的；没有活力的
uninhabitable	a. 不可居住的, 不适宜居住的
unintended	adj. 非计划的；非故意的
unintentional	adj. 无意的；非故意的
unintentionally	adv. 无意地；不是故意地
uninterrupted	adj. 不中断的；连续的
union	n. 联合；合并|n. 团结状态；和谐|n. 工会|adj. 工会的|adj. 联邦的（印度）|n. 联盟；联合体|n. 大学学生会；辩论社|n. 管道或机械接头|n. 并集|n. 婚姻结合|n. 联合体数据结构|v. 求并集；合并集合
unionism	n. 工会主义, 联合主义, 联邦主义
unionist	n. 联合主义支持者|n. 工会成员；工会支持者|adj. 支持联合主义的
unionize	vi.vt. (使)成立工会, (使)加入工会
uniqlo	n. 优衣库（日本服装品牌名）
unique	adj. 独一无二的|adj. 仅某对象拥有的|adj. 特有的；有代表性的|adj. 不寻常的|n. 独一无二的事物
uniquely	adv. 独特地；以与众不同的方式
uniqueness	n. 独特性；独一无二
unit	adj. 每单位的|adj. 为一的|n. 一；一个单位|n. 标准计量单位|n. 组织单位；小组|n. 可单独出售的一件商品|n. 数字一|n. 药物或营养成分的单位|n. 军事单位；一名军人或一件军备|n. 设备；机器|n. 零售陈列架或货架单元|n. 住宅单元；公寓套房
unite	v. 使联合； объедин 成一体|v. 团结起来|n. 英国历史金币
unity	n. 合一；一体|n. 一致；和谐|n. 完整的整体|n. 戏剧三一律|n. 数学中的幺元|n. 共同租赁权的法律性质|n. 贵格会的共识
universal	adj. 全体共有的|adj. 全世界的；人人认可的|adj. 宇宙的|adj. 无限广大的|adj. 多用途的；通用的|n. 共相；共同性质
universality	n. 普遍性, 一般性, 广泛性
universalize	vt. 使一般化, 使普遍化, 普及
universally	adv. 普遍地；到处都|adv. 人人都；几乎一致地
universe	n. 宇宙|n. 全部相关事物|n. 虚构世界|n. 影视系列世界|n. 完整的生活世界|n. 统计总体|n. 宇宙神|n. 地球；世界
university	n. 大学|n. 整体；全体成员
unjust	adj. 不公平的；不公正的
unjustified	adj. 缺乏依据的；无正当理由的|adj. （排版）左右不对齐的
unknowable	a. 不能知道的, 不可知的
unknown	adj. 未知的；身份不明的|n. 未知数|n. 未知的事物或信息|n. 无名之人；身份不明的人
unlearn	vt. 使忘掉, 从脑中扫除掉, 抛掉以前的想法
unlearned	a. 无学问的, 未受教育的, 不熟练的|unlearn的过去式和过去分词
unleash	v. 解开牵引绳放出|v. 释放强烈情绪或力量|v. 引发连锁后果
unless	conj. 除非|prep. 除...之外
unlike	adj. 不像的；不同的|prep. 不同于；不像|prep. 与……相反；相比之下|adj. 不相等的|n. 取消点赞|prep. 不像某人的一贯作风|v. 取消点赞|v. 取消点赞|adj. 不大可能的|n. 不同的事物|v. 不喜欢
unlikely	adj. 不太可能的|adj. 没有成功希望的|adv. 以不大可能的方式|n. 不太可能的人或事物
unlimited	adj. 无限制的；不限量的
unlivable	a. 不宜居住的, 不舒适的
unload	v. 卸下货物|v. 卸下某批货物|v. 倾诉、发泄|v. 自行卸货|v. 从内存中移除|v. 排出、喷出|v. 摆脱、处理掉|v. 骗人卖掉劣货|v. 卸下弹药、解除装弹|v. 减小机翼升力负荷|v. 猛烈发出|v. 射精
unmentioned	a. 未提及的,未说起的
unmercifully	adv. 不仁慈地；残酷地
unmistakable	adj. 明显得无法认错
unnamed	adj. 没有名字的|adj. 未指明的
unnatural	adj. 不自然的；反常的|adj. 非自然形成的；不属于自然环境的|adj. 违背常理或自然秩序的|n. 被视为反常的人
unnecessarily	adv. 不必要地；多余地|adv. 过度地；超过需要地
unnecessary	adj. 不需要的；非必需的|adj. 多余的；超出要求的
unobstructed	a. 没有障碍的, 没有阻挡的
unofficial	adj. 未经正式确认的|adj. 没有官方授权的|adj. 未列入官方药典的
unparalleled	adj. 无与伦比的；空前的
unpick	vt. 拆开(缝线、针脚等)
unpleasant	adj. 令人不愉快的；不舒服的
unplug	v. 拔掉电源|v. 暂时远离外界|v. 暂时不用电子设备|v. 疏通管道
unpopular	adj. 不受欢迎；缺少人气|adj. 不被喜欢或被公众冷落
unprecedented	adj. 前所未有的
unpredictability	n. 难以预料的性质|n. 不可预测的事情或因素
unpredictable	adj. 无法预料的|n. 不可预料的事物
unpredictably	adv. 无法预言地）；不可预见地（不能预料地
